R_package,method,objective_name,dimension,starting_point,lower_bound,upper_bound,max_iterations,max_evaluations,all_params,value,solution,number_of_iterations,number_of_evaluations,convergence,message,execution_time,time_units,time_cluster
nloptr,cobyla,Rosenbrock,20,"(-2.00830058194697, 0.708639652002603, -4.45634510135278, 3.49678207887337, 1.93320531863719, 0.111413358245045, 2.94406579108909, 4.27092224825174, 4.49051369912922, 2.62357389787212, 4.3653672747314, -1.07567259576172, 1.5230321045965, 2.66671621939167, 4.02530346764252, -2.19280298566446, -1.75580696202815, -2.22818206064403, 2.84210582263768, 2.87666316144168)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,"3,00E+05","x0 = c(-2.00830058194697, 0.708639652002603, -4.45634510135278, 3.49678207887337, 1.93320531863719, 0.111413358245045, 2.94406579108909, 4.27092224825174, 4.49051369912922, 2.62357389787212, 4.3653672747314, -1.07567259576172, 1.5230321045965, 2.66671621939167, 4.02530346764252, -2.19280298566446, -1.75580696202815, -2.22818206064403, 2.84210582263768, 2.87666316144168), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxeval = 3e+05, xtol_rel = 0)",4.85594706066937e-08,"(0.999999959248704, 0.99999993740971, 0.999999991447965, 0.999999982657188, 1.00000003006701, 1.00000000355144, 0.999999949884154, 0.999999868780722, 0.999999814062678, 0.99999959606611, 0.999999280230191, 0.999998548350602, 0.999997084817789, 0.999994096341263, 0.999988172932234, 0.999976378339295, 0.999952623099838, 0.999904921230461, 0.999809269717368, 0.999617567164843)",300000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,9.94347643852234,secs,10
GA,ga,Rosenbrock,20,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",6000,-,"type = real-valued, fitness = function (x) 
{
    return(-Rosenbrock(x))
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), maxiter = 6000",18.0340757348772,"(0.356176093220711, 0.128694400191307, 0.020385667681694, 0.0185400098562241, 0.00218255817890167, -0.0019725114107132, 0.013127788901329, 0.0144151151180267, 0.00899067521095276, 0.00194881856441498, 0.0143648982048035, 0.015058159828186, 0.00869709253311157, 0.00978600978851318, 0.00845122337341309, 0.013563334941864, 0.0193490386009216, 0.0158393681049347, 0.0068654865026474, 0.00803019106388092)",6000,-,-,-,13.3043713569641,secs,10
DEoptim,DEoptim,Rosenbrock,20,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",3000,-,"fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(itermax = 3000, reltol = 0)",10.4646916550206,"(0.996758658253634, 0.990364053863121, 0.977226093366197, 0.968086689980262, 0.939678086414533, 0.869514534256294, 0.753007570126512, 0.564020090359362, 0.318791599319699, 0.107980486799457, 0.017636726008688, 0.0103913048031458, 0.0102113390536469, 0.0102084877208492, 0.0102084242568127, 0.0102084220177278, 0.0102083357914528, 0.0102042110265341, 0.0100040852152061, 0.000100082608098967)",3000,6002,-,-,10.8335840702057,secs,10
pso,psoptim,Rosenbrock,20,"(-0.687378670554608, 4.19662907253951, -1.86042439658195, -0.0367786316201091, -2.93708995217457, -1.59694778034464, -0.446805895771831, -3.67445062845945, -4.99186782399192, 0.993198186624795, -1.61259742686525, -2.70191514398903, 1.34809416951612, 1.90891878912225, -2.05770509084687, -2.21313555724919, 1.93583237472922, -4.85393376788124, -1.28862600773573, -1.87864109873772)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",15000,-,"par = c(-0.687378670554608, 4.19662907253951, -1.86042439658195, -0.0367786316201091, -2.93708995217457, -1.59694778034464, -0.446805895771831, -3.67445062845945, -4.99186782399192, 0.993198186624795, -1.61259742686525, -2.70191514398903, 1.34809416951612, 1.90891878912225, -2.05770509084687, -2.21313555724919, 1.93583237472922, -4.85393376788124, -1.28862600773573, -1.87864109873772), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxit = 15000, reltol = 0)",1.05987699330601e-05,"(0.999998656075989, 1.00000333878578, 1.00000442786829, 1.00000148001746, 0.999999961142493, 1.00000244136743, 0.999999364822294, 0.999997169893512, 0.999992618044774, 0.99999388182851, 0.999986071479366, 0.999979388087049, 0.999954126893356, 0.99990657156992, 0.999819298685165, 0.999644570297455, 0.999295611277727, 0.998593413001954, 0.997187995286867, 0.994377313443853)",15000,270000,2,Maximal number of iterations reached,11.5246031284332,secs,10
nloptr,sbplx,Rosenbrock,20,"(-0.687378670554608, 4.19662907253951, -1.86042439658195, -0.0367786316201091, -2.93708995217457, -1.59694778034464, -0.446805895771831, -3.67445062845945, -4.99186782399192, 0.993198186624795, -1.61259742686525, -2.70191514398903, 1.34809416951612, 1.90891878912225, -2.05770509084687, -2.21313555724919, 1.93583237472922, -4.85393376788124, -1.28862600773573, -1.87864109873772)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,"9,00E+05","x0 = c(-0.687378670554608, 4.19662907253951, -1.86042439658195, -0.0367786316201091, -2.93708995217457, -1.59694778034464, -0.446805895771831, -3.67445062845945, -4.99186782399192, 0.993198186624795, -1.61259742686525, -2.70191514398903, 1.34809416951612, 1.90891878912225, -2.05770509084687, -2.21313555724919, 1.93583237472922, -4.85393376788124, -1.28862600773573, -1.87864109873772), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxeval = 9e+05, xtol_rel = 0)",8.77262479896207,"(0.998600417214325, 0.997088269315667, 0.994231399896782, 0.988493017025242, 0.977153566366513, 0.954738076522457, 0.911420577424624, 0.830148059156399, 0.690680995853622, 0.490118846112733, 0.252951489725992, 0.0743931288979153, 0.0156925501060115, 0.0103416260678516, 0.0102097251735338, 0.0102068537446687, 0.0102079382358133, 0.0102042908642445, 0.0100044856515388, 9.91243550157495e-05)",900000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,10.2668380737305,secs,10
nloptr,cobyla,Rosenbrock,20,"(-0.687378670554608, 4.19662907253951, -1.86042439658195, -0.0367786316201091, -2.93708995217457, -1.59694778034464, -0.446805895771831, -3.67445062845945, -4.99186782399192, 0.993198186624795, -1.61259742686525, -2.70191514398903, 1.34809416951612, 1.90891878912225, -2.05770509084687, -2.21313555724919, 1.93583237472922, -4.85393376788124, -1.28862600773573, -1.87864109873772)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,"3,00E+05","x0 = c(-0.687378670554608, 4.19662907253951, -1.86042439658195, -0.0367786316201091, -2.93708995217457, -1.59694778034464, -0.446805895771831, -3.67445062845945, -4.99186782399192, 0.993198186624795, -1.61259742686525, -2.70191514398903, 1.34809416951612, 1.90891878912225, -2.05770509084687, -2.21313555724919, 1.93583237472922, -4.85393376788124, -1.28862600773573, -1.87864109873772), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxeval = 3e+05, xtol_rel = 0)",7734.69212424788,"(-0.971132881106985, 0.955560299431693, 0.917154267460885, 0.842856296064251, 0.688786147600702, 0.468789761196427, 0.210887479638845, 0.00573780499367549, -3.12335023339744, 1.86684425392852, 1.38838313947953, 1.17441195530995, 1.06040193818115, 0.96703699708488, 0.853427378862922, 0.680743416889622, 0.436275055486553, 0.148444587081712, 0.0240973029174651, 0.00672312235591114)",300000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,10.9666647911072,secs,10
GA,ga,Rosenbrock,20,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",6000,-,"type = real-valued, fitness = function (x) 
{
    return(-Rosenbrock(x))
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), maxiter = 6000",17.7433638938042,"(0.505659997463226, 0.257984012365341, 0.0677157640457153, 0.015335351228714, 0.0229951739311218, 0.013899028301239, 0.00437119603157043, 0.0276883095502853, 0.0284620374441147, 0.00417232513427734, -0.00964973866939545, 0.0125331431627274, 0.00790102779865265, 0.0158223360776901, -0.00757108628749847, -0.0145916342735291, 0.0117908418178558, 0.0174717754125595, -0.00416998565196991, 0.00400634109973907)",6000,-,-,-,16.4091022014618,secs,10
DEoptim,DEoptim,Rosenbrock,20,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",3000,-,"fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(itermax = 3000, reltol = 0)",10.7692571073753,"(0.990555920432034, 0.985445080257218, 0.982432345290927, 0.958496986116294, 0.91985685891084, 0.835448091932883, 0.695571356449479, 0.491675171013811, 0.245841930170109, 0.0676589830646739, 0.0140834937728629, 0.0102843628413966, 0.0102097422939872, 0.0102084553404668, 0.0102084271362234, 0.010208421591063, 0.0102083362424532, 0.0102042079960891, 0.0100040843965073, 0.000100080408901813)",3000,6002,-,-,10.3002474308014,secs,10
pso,psoptim,Rosenbrock,20,"(-0.36893361248076, 4.92922750068828, 2.73229328682646, 3.88682428281754, -4.76307010045275, -0.759243541397154, 1.4546796749346, -3.23110472876579, -0.105096029583365, -0.354031680617481, -0.843745800666511, 1.43186821369454, 1.68949843151495, 0.0607067090459168, -1.25927719753236, 4.55393672455102, 4.59549636114389, -4.52048232313246, -2.20512486062944, 3.03610600298271)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",15000,-,"par = c(-0.36893361248076, 4.92922750068828, 2.73229328682646, 3.88682428281754, -4.76307010045275, -0.759243541397154, 1.4546796749346, -3.23110472876579, -0.105096029583365, -0.354031680617481, -0.843745800666511, 1.43186821369454, 1.68949843151495, 0.0607067090459168, -1.25927719753236, 4.55393672455102, 4.59549636114389, -4.52048232313246, -2.20512486062944, 3.03610600298271), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxit = 15000, reltol = 0)",2.52840271375287e-05,"(1.00000133805255, 1.00000997009147, 1.00000936901819, 0.999992390625416, 1.00000001680334, 1.00000094891688, 0.999999069489494, 0.999997530141656, 0.999990370089564, 0.999984345292367, 0.999973254838898, 0.999964686684347, 0.999925777018893, 0.9998519157193, 0.999706169729926, 0.999441947853046, 0.998911122743927, 0.997846306264119, 0.995682699128147, 0.991374277827018)",15000,270000,2,Maximal number of iterations reached,9.58694624900818,secs,10
nloptr,sbplx,Rosenbrock,20,"(-0.36893361248076, 4.92922750068828, 2.73229328682646, 3.88682428281754, -4.76307010045275, -0.759243541397154, 1.4546796749346, -3.23110472876579, -0.105096029583365, -0.354031680617481, -0.843745800666511, 1.43186821369454, 1.68949843151495, 0.0607067090459168, -1.25927719753236, 4.55393672455102, 4.59549636114389, -4.52048232313246, -2.20512486062944, 3.03610600298271)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,"9,00E+05","x0 = c(-0.36893361248076, 4.92922750068828, 2.73229328682646, 3.88682428281754, -4.76307010045275, -0.759243541397154, 1.4546796749346, -3.23110472876579, -0.105096029583365, -0.354031680617481, -0.843745800666511, 1.43186821369454, 1.68949843151495, 0.0607067090459168, -1.25927719753236, 4.55393672455102, 4.59549636114389, -4.52048232313246, -2.20512486062944, 3.03610600298271), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxeval = 9e+05, xtol_rel = 0)",3.98662387904953,"(-0.993286099827804, 0.996651074174906, 0.998330318287609, 0.99916773412291, 0.999585193562307, 0.999793260647298, 0.999896943065319, 0.999948592050687, 0.999974279940309, 0.999986978287421, 0.999993099788275, 0.999995738437866, 0.999996225617851, 0.999994802010286, 0.999990802431641, 0.999982174145026, 0.999964571916951, 0.999929087292994, 0.999858293654089, 0.999715953640515)",900000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,9.81847238540649,secs,10
nloptr,cobyla,Rosenbrock,20,"(-0.36893361248076, 4.92922750068828, 2.73229328682646, 3.88682428281754, -4.76307010045275, -0.759243541397154, 1.4546796749346, -3.23110472876579, -0.105096029583365, -0.354031680617481, -0.843745800666511, 1.43186821369454, 1.68949843151495, 0.0607067090459168, -1.25927719753236, 4.55393672455102, 4.59549636114389, -4.52048232313246, -2.20512486062944, 3.03610600298271)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,"3,00E+05","x0 = c(-0.36893361248076, 4.92922750068828, 2.73229328682646, 3.88682428281754, -4.76307010045275, -0.759243541397154, 1.4546796749346, -3.23110472876579, -0.105096029583365, -0.354031680617481, -0.843745800666511, 1.43186821369454, 1.68949843151495, 0.0607067090459168, -1.25927719753236, 4.55393672455102, 4.59549636114389, -4.52048232313246, -2.20512486062944, 3.03610600298271), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxeval = 3e+05, xtol_rel = 0)",0.430982012343124,"(1.00004453037497, 0.999938836378607, 0.999948837541517, 0.99999019291431, 1.00000751830498, 0.99999756013185, 0.999869054437715, 0.999642915058452, 0.999246403764052, 0.998553838418812, 0.997043112825833, 0.993985859912432, 0.987994313409462, 0.975964029236051, 0.952528199351665, 0.90698878963496, 0.823308444503629, 0.680681701479537, 0.467917653891947, 0.218417639654469)",300000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,9.89014625549316,secs,10
GA,ga,Rosenbrock,20,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",6000,-,"type = real-valued, fitness = function (x) 
{
    return(-Rosenbrock(x))
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), maxiter = 6000",17.3046621549191,"(0.559938237071037, 0.324731230735779, 0.105168983340263, 0.0187089294195175, 0.00973622500896454, 0.012558251619339, 0.0141816884279251, 0.0108862221240997, 0.0135120898485184, 0.0176215618848801, 0.0200841724872589, 0.00896067917346954, 0.00990958511829376, 0.00786638259887695, 0.00581462681293488, 0.00551879405975342, 0.0121921002864838, 0.0126900523900986, 0.00837577879428864, -0.00331109762191772)",6000,-,-,-,13.5693068504333,secs,10
DEoptim,DEoptim,Rosenbrock,20,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",3000,-,"fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(itermax = 3000, reltol = 0)",9.77071830278419,"(0.996799354742231, 0.995522809079854, 0.98772299444192, 0.976507247569468, 0.952999781179851, 0.904237906195156, 0.83408461506053, 0.704518960069405, 0.498217511364186, 0.246051153073601, 0.0672697521649535, 0.0142944438621946, 0.0102725387641851, 0.0102092324284347, 0.0102084324904315, 0.0102084212790027, 0.0102083370116682, 0.0102042085312574, 0.0100040872285295, 0.000100080640221973)",3000,6002,-,-,9.94064354896545,secs,10
pso,psoptim,Rosenbrock,20,"(4.82760017970577, 2.54050978925079, 1.84804129879922, 2.40423140116036, -0.873649511486292, 4.27202615188435, 1.19798778789118, -4.83803293434903, -0.455983961001039, 1.99327814159915, -2.05512154148892, 1.03397976141423, -4.95666340226308, -0.486658937297761, -2.29213827289641, -2.38429378252476, 0.0437742006033659, -0.312802116386592, -4.49238086352125, -2.69337066449225)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",15000,-,"par = c(4.82760017970577, 2.54050978925079, 1.84804129879922, 2.40423140116036, -0.873649511486292, 4.27202615188435, 1.19798778789118, -4.83803293434903, -0.455983961001039, 1.99327814159915, -2.05512154148892, 1.03397976141423, -4.95666340226308, -0.486658937297761, -2.29213827289641, -2.38429378252476, 0.0437742006033659, -0.312802116386592, -4.49238086352125, -2.69337066449225), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxit = 15000, reltol = 0)",3.98663089109704,"(-0.993285202152207, 0.996655370824638, 0.998330642307479, 0.999165904737699, 0.999584536747142, 0.999791123515915, 0.999894629140063, 0.999945869803016, 0.999970086975049, 0.999979955122161, 0.999984167160263, 0.999980049418152, 0.999963511728955, 0.999928304879888, 0.999852912636653, 0.999715339541791, 0.999423585708562, 0.998855252189993, 0.997704789816242, 0.995406245736604)",15000,270000,2,Maximal number of iterations reached,10.3145473003387,secs,10
nloptr,sbplx,Rosenbrock,20,"(4.82760017970577, 2.54050978925079, 1.84804129879922, 2.40423140116036, -0.873649511486292, 4.27202615188435, 1.19798778789118, -4.83803293434903, -0.455983961001039, 1.99327814159915, -2.05512154148892, 1.03397976141423, -4.95666340226308, -0.486658937297761, -2.29213827289641, -2.38429378252476, 0.0437742006033659, -0.312802116386592, -4.49238086352125, -2.69337066449225)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,"9,00E+05","x0 = c(4.82760017970577, 2.54050978925079, 1.84804129879922, 2.40423140116036, -0.873649511486292, 4.27202615188435, 1.19798778789118, -4.83803293434903, -0.455983961001039, 1.99327814159915, -2.05512154148892, 1.03397976141423, -4.95666340226308, -0.486658937297761, -2.29213827289641, -2.38429378252476, 0.0437742006033659, -0.312802116386592, -4.49238086352125, -2.69337066449225), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxeval = 9e+05, xtol_rel = 0)",3.98662385430627,"(-0.993286102047101, 0.996651075059586, 0.998330320167712, 0.999167737998159, 0.999585201947194, 0.999793276616709, 0.999896975403455, 0.99994865214993, 0.999974402791707, 0.999987227088826, 0.999993601579417, 0.999996744016316, 0.999998242803418, 0.999998863825487, 0.999998910198496, 0.999998407467451, 0.999997102032792, 0.999994335435036, 0.999988709790678, 0.999977417998656)",545515,-,4,NLOPT_XTOL_REACHED: Optimization stopped because xtol_rel or xtol_abs (above) was reached.,6.18696546554565,secs,10
nloptr,cobyla,Rosenbrock,20,"(4.82760017970577, 2.54050978925079, 1.84804129879922, 2.40423140116036, -0.873649511486292, 4.27202615188435, 1.19798778789118, -4.83803293434903, -0.455983961001039, 1.99327814159915, -2.05512154148892, 1.03397976141423, -4.95666340226308, -0.486658937297761, -2.29213827289641, -2.38429378252476, 0.0437742006033659, -0.312802116386592, -4.49238086352125, -2.69337066449225)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,"3,00E+05","x0 = c(4.82760017970577, 2.54050978925079, 1.84804129879922, 2.40423140116036, -0.873649511486292, 4.27202615188435, 1.19798778789118, -4.83803293434903, -0.455983961001039, 1.99327814159915, -2.05512154148892, 1.03397976141423, -4.95666340226308, -0.486658937297761, -2.29213827289641, -2.38429378252476, 0.0437742006033659, -0.312802116386592, -4.49238086352125, -2.69337066449225), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxeval = 3e+05, xtol_rel = 0)",38.4207580350289,"(0.991631917398398, 0.983705107621387, 0.968839211171454, 0.937423140091382, 0.879468012212374, 0.772379952871239, 0.595376706654613, 0.34888574436719, 0.133162643998233, 0.027955374724376, 0.0101174195987863, 0.00414033843441426, -0.514142824685904, 0.277765071694508, 0.0885049501439259, 0.0173220839008778, 0.010922675525938, 0.0101687681301984, 0.00952078285652783, 0.00020338644472685)",300000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,10.1807148456573,secs,10
GA,ga,Rosenbrock,20,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",6000,-,"type = real-valued, fitness = function (x) 
{
    return(-Rosenbrock(x))
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), maxiter = 6000",18.2914618985214,"(0.258705401625936, 0.0712814677884648, 0.010606515388949, 0.010494209790186, 0.0130771425811113, 0.0115221533532966, 0.00644742764384235, 0.00850211268467546, -0.00315138024206581, 0.0157783856394169, 0.0149859557231847, 0.0124135099121894, 0.00842112221226678, -0.000597898861798578, 0.0135831629506176, 0.0159583043942398, 0.00833192286275859, -0.00186833111703067, 0.0115041798792199, 0.00093501810949847)",6000,-,-,-,14.7335829734802,secs,10
